customer_id,customer_name,gender,age,state,region,customer_segment,created_date
C00793,Mateo Davis,Male,55,OH,Midwest,Individual,2022-05-08
C00794,Ethan Lopez,Female,35,PA,Northeast,Enterprise,2022-11-27
C00795,Emma Hernandez,Female,21,FL,South,Family,2023-07-10
C00796,Elijah Miller,Male,71,NC,South,Individual,2025-01-09
C00797,Leo Anderson,Male,71,TX,South,Individual,2021-04-20
C00798,Amelia Smith,Female,56,GA,South,Small Business,2024-06-14
C00799,Noah Rodriguez,Male,39,TX,South,Individual,2024-03-12
C00800,James Hernandez,Female,41,IL,Midwest,Small Business,2022-12-10
C00801,Isabella Anderson,Other,65,PA,Northeast,Small Business,2022-07-11
C00802,Ava Smith,Female,68,TX,South,Enterprise,2023-04-02
C00803,Mateo Miller,Other,78,IL,Midwest,Individual,2024-04-18
C00804,Olivia Garcia,Male,44,CA,West,Small Business,2023-10-04
C00805,Liam Miller,Other,58,FL,South,Individual,2022-05-25
C00806,Emma Anderson,Male,21,TX,South,Small Business,2024-05-13
C00807,Lucas Jones,Female,40,TX,South,Small Business,2022-10-06
C00808,Mateo Smith,Male,32,GA,South,Family,2022-10-07
C00809,Emma Anderson,Other,40,GA,South,Family,2022-12-04
C00810,Sophia Smith,Other,57,GA,South,Enterprise,2023-03-17
C00811,Emma Gonzalez,Female,33,CA,West,Individual,2024-05-07
C00812,Olivia Lopez,Male,22,AZ,West,Enterprise,2021-11-23
C00813,Mia Wilson,Other,41,FL,South,Individual,2023-08-17
C00814,Luna Martinez,Female,40,FL,South,Family,2025-02-05
C00815,Mia Miller,Female,73,FL,South,Individual,2025-03-30
C00816,James Gonzalez,Other,26,CA,West,Family,2023-06-11
C00817,Luna Martinez,Male,65,NC,South,Family,2021-04-28
C00818,Noah Davis,Female,31,IL,Midwest,Enterprise,2025-02-11
C00819,Luna Gonzalez,Other,37,OH,Midwest,Individual,2023-09-13
C00820,Isabella Anderson,Male,48,OH,Midwest,Small Business,2024-05-11
C00821,Olivia Garcia,Other,66,FL,South,Small Business,2021-10-10
C00822,Emma Lopez,Male,78,NY,Northeast,Small Business,2024-11-30
C00823,Isabella Wilson,Other,39,PA,Northeast,Family,2024-01-06
C00824,Isabella Hernandez,Male,53,OH,Midwest,Small Business,2021-06-07
C00825,Oliver Wilson,Other,44,CA,West,Family,2024-02-04
C00826,Luna Davis,Male,53,NC,South,Enterprise,2021-11-01
C00827,Liam Martinez,Female,48,AZ,West,Enterprise,2024-08-10
C00828,Luna Williams,Female,24,AZ,West,Enterprise,2022-12-04
C00829,Sophia Garcia,Male,49,CA,West,Individual,2024-07-06
C00830,Amelia Brown,Male,58,OH,Midwest,Enterprise,2021-09-23
C00831,Mia Williams,Other,25,OH,Midwest,Family,2025-05-13
C00832,Ethan Anderson,Other,66,GA,South,Family,2023-04-09
C00833,Amelia Smith,Other,78,TX,South,Small Business,2021-02-26
C00834,Evelyn Anderson,Other,49,CA,West,Individual,2021-12-01
C00835,Ethan Brown,Male,64,FL,South,Individual,2025-01-15
C00836,Elijah Anderson,Other,29,OH,Midwest,Small Business,2022-02-12
C00837,Oliver Gonzalez,Other,66,NY,Northeast,Individual,2023-06-26
C00838,Ethan Davis,Male,38,NC,South,Family,2021-02-07
C00839,Evelyn Rodriguez,Female,22,IL,Midwest,Family,2021-03-04
C00840,Oliver Johnson,Female,49,OH,Midwest,Family,2021-07-19
C00841,Isabella Lopez,Female,69,NY,Northeast,Small Business,2022-11-24
C00842,Harper Davis,Female,35,IL,Midwest,Enterprise,2025-01-02
C00843,Oliver Rodriguez,Male,53,CA,West,Family,2024-09-18
C00844,Olivia Lopez,Male,52,TX,South,Small Business,2021-06-02
C00845,Lucas Miller,Other,33,NC,South,Small Business,2022-02-28
C00846,Elijah Davis,Female,66,GA,South,Family,2021-12-11
C00847,Mia Lopez,Female,27,FL,South,Family,2021-07-05
C00848,Leo Jones,Female,78,IL,Midwest,Small Business,2024-04-07
C00849,Harper Anderson,Female,27,AZ,West,Enterprise,2024-09-30
C00850,Emma Jones,Other,43,CA,West,Small Business,2021-12-09
C00851,Liam Gonzalez,Female,61,TX,South,Family,2024-05-05
C00852,Ethan Lopez,Male,63,CA,West,Small Business,2023-09-26
C00853,Leo Gonzalez,Other,59,TX,South,Family,2022-06-10
C00854,Levi Gonzalez,Other,40,OH,Midwest,Family,2024-09-06
C00855,Luna Williams,Other,44,PA,Northeast,Family,2021-06-13
C00856,Liam Hernandez,Female,61,GA,South,Enterprise,2024-04-08
C00857,James Johnson,Male,58,FL,South,Individual,2023-08-21
C00858,Levi Garcia,Other,78,OH,Midwest,Individual,2024-07-27
C00859,Elijah Garcia,Female,75,NY,Northeast,Enterprise,2025-01-27
C00860,Leo Brown,Male,40,PA,Northeast,Family,2024-03-27
C00861,Elijah Martinez,Male,29,AZ,West,Small Business,2023-08-14
C00862,Mateo Davis,Other,35,PA,Northeast,Small Business,2023-12-21
C00863,Ethan Lopez,Male,54,NY,Northeast,Individual,2022-03-24
C00864,Sophia Williams,Male,31,TX,South,Small Business,2024-03-26
C00865,Oliver Garcia,Female,30,PA,Northeast,Individual,2021-11-03
C00866,Isabella Williams,Female,23,PA,Northeast,Small Business,2024-11-13
C00867,Ava Brown,Male,36,GA,South,Individual,2023-11-13
C00868,Levi Gonzalez,Male,47,AZ,West,Enterprise,2023-09-20
C00869,Sophia Lopez,Female,48,CA,West,Small Business,2024-05-20
C00870,Amelia Johnson,Male,28,NC,South,Individual,2023-10-18
C00871,Elijah Miller,Other,60,NC,South,Enterprise,2022-09-26
C00872,Ava Wilson,Male,30,AZ,West,Small Business,2025-05-27
C00873,Lucas Anderson,Female,52,TX,South,Individual,2022-07-04
C00874,Ava Anderson,Female,36,PA,Northeast,Enterprise,2022-10-13
C00875,Mateo Hernandez,Female,71,CA,West,Family,2022-11-16
C00876,Elijah Anderson,Other,21,NY,Northeast,Small Business,2022-01-24
C00877,Ava Johnson,Other,54,AZ,West,Family,2021-02-07
C00878,Levi Smith,Male,25,PA,Northeast,Individual,2025-04-26
C00879,Evelyn Miller,Male,73,NY,Northeast,Family,2023-12-27
C00880,Levi Anderson,Other,46,FL,South,Individual,2023-12-04
C00881,Evelyn Rodriguez,Male,30,GA,South,Individual,2023-07-16
C00882,Liam Hernandez,Male,62,OH,Midwest,Enterprise,2024-09-05
C00883,Levi Davis,Other,36,FL,South,Enterprise,2023-09-16
C00884,Oliver Gonzalez,Female,31,PA,Northeast,Small Business,2025-04-01
C00885,Mia Wilson,Male,29,PA,Northeast,Small Business,2022-08-22
C00886,Elijah Smith,Female,30,AZ,West,Small Business,2022-07-08
C00887,Harper Rodriguez,Other,33,PA,Northeast,Individual,2021-12-31
C00888,Emma Anderson,Female,76,GA,South,Individual,2023-06-16
C00889,Evelyn Brown,Female,40,NY,Northeast,Individual,2025-06-08
C00890,Olivia Hernandez,Male,42,IL,Midwest,Small Business,2023-06-26
C00891,Sophia Wilson,Other,35,IL,Midwest,Enterprise,2025-03-23
C00892,Sophia Jones,Male,75,NC,South,Individual,2022-09-12
C00893,Isabella Miller,Female,21,TX,South,Enterprise,2022-10-16
C00894,Mia Williams,Female,72,NY,Northeast,Enterprise,2025-01-08
C00895,Levi Martinez,Male,68,OH,Midwest,Enterprise,2022-02-22
C00896,Mia Miller,Female,43,CA,West,Small Business,2023-05-12
C00897,Emma Gonzalez,Other,39,GA,South,Small Business,2023-06-21
C00898,Oliver Hernandez,Other,64,NC,South,Individual,2022-05-22
C00899,Ethan Davis,Other,30,OH,Midwest,Individual,2023-01-01
C00900,Lucas Jones,Other,41,AZ,West,Enterprise,2023-10-05
C00901,Elijah Hernandez,Other,22,IL,Midwest,Individual,2022-09-16
C00902,Ava Gonzalez,Female,75,NC,South,Individual,2023-01-12
C00903,Olivia Gonzalez,Other,65,IL,Midwest,Family,2021-04-24
C00904,Ethan Davis,Male,55,GA,South,Individual,2022-08-29
C00905,Emma Williams,Other,33,NY,Northeast,Enterprise,2023-09-07
C00906,Harper Anderson,Female,50,CA,West,Individual,2024-02-09
C00907,Mateo Smith,Female,27,NY,Northeast,Small Business,2024-01-10
C00908,Olivia Johnson,Female,39,PA,Northeast,Family,2024-07-04
C00909,Harper Gonzalez,Male,70,IL,Midwest,Family,2021-04-27
C00910,Levi Rodriguez,Male,72,NY,Northeast,Small Business,2021-02-05
C00911,Liam Miller,Male,56,CA,West,Small Business,2022-09-09
C00912,Levi Smith,Female,65,NY,Northeast,Enterprise,2021-12-27
C00913,Mia Hernandez,Female,34,PA,Northeast,Small Business,2021-05-28
C00914,Ethan Smith,Female,36,IL,Midwest,Enterprise,2024-01-26
C00915,Mateo Hernandez,Female,70,OH,Midwest,Small Business,2023-11-21
C00916,Isabella Anderson,Female,60,NY,Northeast,Small Business,2024-01-13
C00917,Evelyn Martinez,Female,45,AZ,West,Family,2021-09-22
C00918,Liam Hernandez,Other,39,AZ,West,Enterprise,2024-09-27
C00919,Evelyn Smith,Male,36,CA,West,Individual,2024-10-25
C00920,Noah Rodriguez,Female,39,OH,Midwest,Individual,2024-03-21
C00921,Amelia Lopez,Male,71,IL,Midwest,Small Business,2025-02-04
C00922,Isabella Smith,Male,43,IL,Midwest,Small Business,2023-02-02
C00923,Ava Hernandez,Female,62,NY,Northeast,Small Business,2021-08-18
C00924,Evelyn Gonzalez,Male,72,NY,Northeast,Individual,2021-09-04
C00925,Evelyn Anderson,Female,74,OH,Midwest,Individual,2024-05-23
C00926,Oliver Lopez,Male,51,CA,West,Small Business,2023-04-22
C00927,Sophia Miller,Male,31,CA,West,Enterprise,2022-03-14
C00928,Sophia Jones,Other,73,GA,South,Individual,2022-12-02
C00929,Leo Wilson,Male,74,NC,South,Individual,2024-11-21
C00930,Ethan Garcia,Other,50,FL,South,Family,2024-01-24
C00931,Emma Johnson,Other,75,NY,Northeast,Individual,2025-03-30
C00932,Harper Lopez,Male,47,NC,South,Family,2025-02-03
C00933,Noah Gonzalez,Female,55,IL,Midwest,Enterprise,2024-08-28
C00934,Mia Wilson,Male,41,CA,West,Small Business,2022-12-02
C00935,Ethan Smith,Female,46,IL,Midwest,Small Business,2021-02-12
C00936,Mateo Wilson,Male,52,TX,South,Small Business,2022-09-08
C00937,Elijah Brown,Male,27,NC,South,Small Business,2024-12-09
C00938,Liam Williams,Male,31,IL,Midwest,Small Business,2023-12-23
C00939,Mia Anderson,Male,75,GA,South,Enterprise,2024-02-27
C00940,Noah Garcia,Female,29,FL,South,Individual,2024-10-14
C00941,Levi Gonzalez,Other,63,NY,Northeast,Enterprise,2022-10-14
C00942,Emma Davis,Male,36,CA,West,Family,2021-06-29
C00943,Noah Hernandez,Other,76,IL,Midwest,Small Business,2025-02-03
C00944,Mia Martinez,Female,24,TX,South,Enterprise,2021-06-07
C00945,Isabella Martinez,Other,24,IL,Midwest,Enterprise,2024-01-16
C00946,Ava Martinez,Male,60,NY,Northeast,Individual,2021-12-28
C00947,Mia Williams,Other,31,GA,South,Enterprise,2021-09-13
C00948,Luna Williams,Male,65,NY,Northeast,Individual,2024-11-08
C00949,Sophia Martinez,Other,57,PA,Northeast,Family,2022-07-25
C00950,Oliver Wilson,Other,72,TX,South,Small Business,2021-04-10
C00951,Luna Martinez,Other,39,TX,South,Individual,2022-05-28
C00952,Lucas Miller,Female,23,NY,Northeast,Enterprise,2021-07-16
C00953,Harper Brown,Female,59,NY,Northeast,Individual,2022-12-01
C00954,Ethan Garcia,Female,30,TX,South,Family,2022-08-28
C00955,Elijah Brown,Female,61,PA,Northeast,Family,2023-07-02
C00956,Ethan Williams,Male,64,FL,South,Family,2024-06-25
C00957,Mia Smith,Other,52,FL,South,Small Business,2022-09-05
C00958,Levi Johnson,Other,69,FL,South,Individual,2023-01-22
C00959,Emma Jones,Female,64,IL,Midwest,Family,2021-01-20
C00960,Harper Davis,Male,33,CA,West,Enterprise,2023-09-26
C00961,Oliver Jones,Female,42,TX,South,Small Business,2022-12-24
C00962,Oliver Jones,Female,75,OH,Midwest,Family,2024-10-11
C00963,Lucas Davis,Female,51,CA,West,Small Business,2023-03-31
C00964,James Hernandez,Other,62,AZ,West,Family,2023-08-30
C00965,Mateo Gonzalez,Female,27,CA,West,Enterprise,2021-08-11
C00966,Emma Lopez,Other,77,TX,South,Individual,2022-04-07
C00967,Elijah Smith,Other,58,TX,South,Family,2024-02-21
C00968,Harper Gonzalez,Male,34,FL,South,Small Business,2024-03-31
C00969,Mateo Martinez,Other,50,NC,South,Small Business,2022-11-22
C00970,James Hernandez,Other,31,FL,South,Individual,2024-04-07
C00971,James Brown,Other,25,NC,South,Individual,2022-11-19
C00972,Olivia Martinez,Female,21,AZ,West,Enterprise,2024-02-09
C00973,Evelyn Johnson,Female,29,NY,Northeast,Individual,2024-10-26
C00974,Leo Davis,Male,58,GA,South,Enterprise,2023-09-16
C00975,Amelia Johnson,Other,25,PA,Northeast,Enterprise,2024-04-05
C00976,Olivia Martinez,Male,78,IL,Midwest,Family,2023-12-20
C00977,Mateo Johnson,Male,58,TX,South,Enterprise,2025-03-13
C00978,Luna Johnson,Other,48,CA,West,Family,2022-03-25
C00979,Sophia Martinez,Male,46,NC,South,Enterprise,2024-02-05
C00980,Lucas Anderson,Other,25,AZ,West,Small Business,2022-02-02
C00981,Levi Smith,Other,36,NY,Northeast,Individual,2022-06-28
C00982,Luna Rodriguez,Female,24,NC,South,Enterprise,2022-01-10
C00983,Oliver Miller,Female,38,GA,South,Enterprise,2024-09-13
C00984,Leo Martinez,Female,52,FL,South,Individual,2021-01-03
C00985,Sophia Smith,Other,31,IL,Midwest,Small Business,2021-08-04
C00986,Amelia Lopez,Male,76,NC,South,Family,2022-10-08
C00987,Harper Davis,Female,51,PA,Northeast,Enterprise,2023-12-21
C00988,Levi Wilson,Female,66,FL,South,Family,2025-01-10
C00989,Evelyn Anderson,Other,33,GA,South,Small Business,2021-06-27
C00990,Liam Wilson,Female,53,NY,Northeast,Enterprise,2023-05-03
C00991,Harper Jones,Male,76,AZ,West,Family,2024-06-30
C00992,Ethan Brown,Other,42,GA,South,Individual,2024-08-04
C00993,Elijah Smith,Other,37,IL,Midwest,Individual,2021-08-01
C00994,James Johnson,Female,68,OH,Midwest,Enterprise,2023-12-03
C00995,Amelia Martinez,Female,37,FL,South,Individual,2021-03-31
C00996,James Garcia,Other,47,AZ,West,Enterprise,2021-10-28
C00997,Ethan Jones,Other,41,AZ,West,Individual,2024-05-17
C00998,Oliver Miller,Male,32,TX,South,Enterprise,2022-07-29
C00999,James Jones,Male,22,PA,Northeast,Small Business,2023-05-27
C01000,Sophia Brown,Male,34,NC,South,Enterprise,2023-04-27
